dept_no,dept_name,emp_no,emp_from_date,emp_to_date,manager_no,birth_date,employee_name,salary,salary_from_date,salary_to_date,title,title_from_date,title_to_date,gender
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",72585,1997-03-31,1998-03-31,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",72804,1998-03-31,1999-03-31,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",76957,1999-03-31,2000-03-30,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",80305,2000-03-30,2001-03-30,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",84541,2001-03-30,2002-03-30,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",84672,2002-03-30,9999-01-01,Engineer,1987-04-03,1995-04-03,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",55881,1987-04-03,1988-04-02,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",59206,1988-04-02,1989-04-02,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",61361,1989-04-02,1990-04-02,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",61648,1990-04-02,1991-04-02,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",61217,1991-04-02,1992-04-01,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",61244,1992-04-01,1993-04-01,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",63286,1993-04-01,1994-04-01,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",65739,1994-04-01,1995-04-01,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",67519,1995-04-01,1996-03-31,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",69276,1996-03-31,1997-03-31,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",72585,1997-03-31,1998-03-31,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",72804,1998-03-31,1999-03-31,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",76957,1999-03-31,2000-03-30,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",80305,2000-03-30,2001-03-30,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",84541,2001-03-30,2002-03-30,"Senior Engineer",1995-04-03,9999-01-01,NULL
d005,Development,10018,1987-04-03,1992-07-29,110022,1954-06-19,"Kazuhide Peha",84672,2002-03-30,9999-01-01,"Senior Engineer",1995-04-03,9999-01-01,NULL
d008,Research,10019,1999-04-30,9999-01-01,110022,1953-01-23,"Lillian Haddadi",44276,1999-04-30,2000-04-29,Staff,1999-04-30,9999-01-01,M
d008,Research,10019,1999-04-30,9999-01-01,110022,1953-01-23,"Lillian Haddadi",46946,2000-04-29,2001-04-29,Staff,1999-04-30,9999-01-01,M
d008,Research,10019,1999-04-30,9999-01-01,110022,1953-01-23,"Lillian Haddadi",46775,2001-04-29,2002-04-29,Staff,1999-04-30,9999-01-01,M
d008,Research,10019,1999-04-30,9999-01-01,110022,1953-01-23,"Lillian Haddadi",50032,2002-04-29,9999-01-01,Staff,1999-04-30,9999-01-01,M
d004,Production,10020,1997-12-30,9999-01-01,110022,1952-12-24,"Mayuko Warwick",40000,1997-12-30,1998-12-30,Engineer,1997-12-30,9999-01-01,M
d004,Production,10020,1997-12-30,9999-01-01,110022,1952-12-24,"Mayuko Warwick",40647,1998-12-30,1999-12-30,Engineer,1997-12-30,9999-01-01,M
d004,Production,10020,1997-12-30,9999-01-01,110022,1952-12-24,"Mayuko Warwick",43800,1999-12-30,2000-12-29,Engineer,1997-12-30,9999-01-01,M
d004,Production,10020,1997-12-30,9999-01-01,110022,1952-12-24,"Mayuko Warwick",44927,2000-12-29,2001-12-29,Engineer,1997-12-30,9999-01-01,M
d004,Production,10020,1997-12-30,9999-01-01,110022,1952-12-24,"Mayuko Warwick",47017,2001-12-29,9999-01-01,Engineer,1997-12-30,9999-01-01,M
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",55025,1988-02-10,1989-02-09,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",56399,1989-02-09,1990-02-09,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",59700,1990-02-09,1991-02-09,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",60851,1991-02-09,1992-02-09,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",61117,1992-02-09,1993-02-08,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",60708,1993-02-08,1994-02-08,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",63514,1994-02-08,1995-02-08,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",66249,1995-02-08,1996-02-08,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",70570,1996-02-08,1997-02-07,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",74759,1997-02-07,1998-02-07,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",77519,1998-02-07,1999-02-07,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",77237,1999-02-07,2000-02-07,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",79631,2000-02-07,2001-02-06,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",82295,2001-02-06,2002-02-06,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10021,1988-02-10,2002-07-15,110039,1960-02-20,"Ramzi Erde",84169,2002-02-06,2002-07-15,"Technique Leader",1988-02-10,2002-07-15,NULL
d005,Development,10022,1999-09-03,9999-01-01,110039,1952-07-08,"Shahaf Famili",40000,1999-09-03,2000-09-02,Engineer,1999-09-03,9999-01-01,M
d005,Development,10022,1999-09-03,9999-01-01,110039,1952-07-08,"Shahaf Famili",39935,2000-09-02,2001-09-02,Engineer,1999-09-03,9999-01-01,M
d005,Development,10022,1999-09-03,9999-01-01,110039,1952-07-08,"Shahaf Famili",41348,2001-09-02,9999-01-01,Engineer,1999-09-03,9999-01-01,M
d005,Development,10023,1999-09-27,9999-01-01,110039,1953-09-29,"Bojan Montemayor",47883,1999-09-27,2000-09-26,Engineer,1999-09-27,9999-01-01,NULL
d005,Development,10023,1999-09-27,9999-01-01,110039,1953-09-29,"Bojan Montemayor",50319,2000-09-26,2001-09-26,Engineer,1999-09-27,9999-01-01,NULL
d005,Development,10023,1999-09-27,9999-01-01,110039,1953-09-29,"Bojan Montemayor",50113,2001-09-26,9999-01-01,Engineer,1999-09-27,9999-01-01,NULL
d004,Production,10024,1998-06-14,9999-01-01,110039,1958-09-05,"Suzette Pettey",83733,1998-06-14,1999-06-14,"Assistant Engineer",1998-06-14,9999-01-01,F
d004,Production,10024,1998-06-14,9999-01-01,110039,1958-09-05,"Suzette Pettey",86715,1999-06-14,2000-06-13,"Assistant Engineer",1998-06-14,9999-01-01,F
d004,Production,10024,1998-06-14,9999-01-01,110039,1958-09-05,"Suzette Pettey",91067,2000-06-13,2001-06-13,"Assistant Engineer",1998-06-14,9999-01-01,F
d004,Production,10024,1998-06-14,9999-01-01,110039,1958-09-05,"Suzette Pettey",94701,2001-06-13,2002-06-13,"Assistant Engineer",1998-06-14,9999-01-01,F
d004,Production,10024,1998-06-14,9999-01-01,110039,1958-09-05,"Suzette Pettey",96646,2002-06-13,9999-01-01,"Assistant Engineer",1998-06-14,9999-01-01,F
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",40000,1987-08-17,1988-08-16,"Technique Leader",1987-08-17,1997-10-15,NULL
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",44416,1988-08-16,1989-08-16,"Technique Leader",1987-08-17,1997-10-15,NULL
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",48680,1989-08-16,1990-08-16,"Technique Leader",1987-08-17,1997-10-15,NULL
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",50120,1990-08-16,1991-08-16,"Technique Leader",1987-08-17,1997-10-15,NULL
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",50980,1991-08-16,1992-08-15,"Technique Leader",1987-08-17,1997-10-15,NULL
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",54459,1992-08-15,1993-08-15,"Technique Leader",1987-08-17,1997-10-15,NULL
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",54395,1993-08-15,1994-08-15,"Technique Leader",1987-08-17,1997-10-15,NULL
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",56643,1994-08-15,1995-08-15,"Technique Leader",1987-08-17,1997-10-15,NULL
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",57585,1995-08-15,1996-08-14,"Technique Leader",1987-08-17,1997-10-15,NULL
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",57110,1996-08-14,1997-08-14,"Technique Leader",1987-08-17,1997-10-15,NULL
d005,Development,10025,1987-08-17,1997-10-15,110039,1958-10-31,"Prasadram Heyers",57157,1997-08-14,1997-10-15,"Technique Leader",1987-08-17,1997-10-15,NULL
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",47585,1995-03-20,1996-03-19,Engineer,1995-03-20,2001-03-19,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",51730,1996-03-19,1997-03-19,Engineer,1995-03-20,2001-03-19,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",53682,1997-03-19,1998-03-19,Engineer,1995-03-20,2001-03-19,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",56769,1998-03-19,1999-03-19,Engineer,1995-03-20,2001-03-19,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",60397,1999-03-19,2000-03-18,Engineer,1995-03-20,2001-03-19,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",64132,2000-03-18,2001-03-18,Engineer,1995-03-20,2001-03-19,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",65415,2001-03-18,2002-03-18,Engineer,1995-03-20,2001-03-19,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",66313,2002-03-18,9999-01-01,Engineer,1995-03-20,2001-03-19,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",47585,1995-03-20,1996-03-19,"Senior Engineer",2001-03-19,9999-01-01,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",51730,1996-03-19,1997-03-19,"Senior Engineer",2001-03-19,9999-01-01,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",53682,1997-03-19,1998-03-19,"Senior Engineer",2001-03-19,9999-01-01,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",56769,1998-03-19,1999-03-19,"Senior Engineer",2001-03-19,9999-01-01,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",60397,1999-03-19,2000-03-18,"Senior Engineer",2001-03-19,9999-01-01,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",64132,2000-03-18,2001-03-18,"Senior Engineer",2001-03-19,9999-01-01,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",65415,2001-03-18,2002-03-18,"Senior Engineer",2001-03-19,9999-01-01,M
d004,Production,10026,1995-03-20,9999-01-01,110039,1953-04-03,"Yongqiao Berztiss",66313,2002-03-18,9999-01-01,"Senior Engineer",2001-03-19,9999-01-01,M
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",40000,1995-04-02,1996-04-01,Engineer,1995-04-02,2001-04-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",39520,1996-04-01,1997-04-01,Engineer,1995-04-02,2001-04-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",42382,1997-04-01,1998-04-01,Engineer,1995-04-02,2001-04-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",43654,1998-04-01,1999-04-01,Engineer,1995-04-02,2001-04-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",43925,1999-04-01,2000-03-31,Engineer,1995-04-02,2001-04-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",45157,2000-03-31,2001-03-31,Engineer,1995-04-02,2001-04-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",45771,2001-03-31,2002-03-31,Engineer,1995-04-02,2001-04-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",46145,2002-03-31,9999-01-01,Engineer,1995-04-02,2001-04-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",40000,1995-04-02,1996-04-01,"Senior Engineer",2001-04-01,9999-01-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",39520,1996-04-01,1997-04-01,"Senior Engineer",2001-04-01,9999-01-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",42382,1997-04-01,1998-04-01,"Senior Engineer",2001-04-01,9999-01-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",43654,1998-04-01,1999-04-01,"Senior Engineer",2001-04-01,9999-01-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",43925,1999-04-01,2000-03-31,"Senior Engineer",2001-04-01,9999-01-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",45157,2000-03-31,2001-03-31,"Senior Engineer",2001-04-01,9999-01-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",45771,2001-03-31,2002-03-31,"Senior Engineer",2001-04-01,9999-01-01,NULL
d005,Development,10027,1995-04-02,9999-01-01,110039,1962-07-10,"Divier Reistad",46145,2002-03-31,9999-01-01,"Senior Engineer",2001-04-01,9999-01-01,NULL
d005,Development,10028,1991-10-22,1998-04-06,110039,1963-11-26,"Domenick Tempesti",48859,1991-10-22,1992-10-21,Engineer,1991-10-22,1998-04-06,M
d005,Development,10028,1991-10-22,1998-04-06,110039,1963-11-26,"Domenick Tempesti",50805,1992-10-21,1993-10-21,Engineer,1991-10-22,1998-04-06,M
d005,Development,10028,1991-10-22,1998-04-06,110039,1963-11-26,"Domenick Tempesti",52082,1993-10-21,1994-10-21,Engineer,1991-10-22,1998-04-06,M
d005,Development,10028,1991-10-22,1998-04-06,110039,1963-11-26,"Domenick Tempesti",54949,1994-10-21,1995-10-21,Engineer,1991-10-22,1998-04-06,M
d005,Development,10028,1991-10-22,1998-04-06,110039,1963-11-26,"Domenick Tempesti",55963,1995-10-21,1996-10-20,Engineer,1991-10-22,1998-04-06,M
d005,Development,10028,1991-10-22,1998-04-06,110039,1963-11-26,"Domenick Tempesti",57831,1996-10-20,1997-10-20,Engineer,1991-10-22,1998-04-06,M
d005,Development,10028,1991-10-22,1998-04-06,110039,1963-11-26,"Domenick Tempesti",58502,1997-10-20,1998-04-06,Engineer,1991-10-22,1998-04-06,M
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",63163,1991-09-18,1992-09-17,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",66877,1992-09-17,1993-09-17,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",69211,1993-09-17,1994-09-17,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",70624,1994-09-17,1995-09-17,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",70294,1995-09-17,1996-09-16,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",70671,1996-09-16,1997-09-16,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",73510,1997-09-16,1998-09-16,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",75773,1998-09-16,1999-09-16,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",76067,1999-09-16,2000-09-15,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",76608,2000-09-15,2001-09-15,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",77777,2001-09-15,9999-01-01,Engineer,1991-09-18,2000-09-17,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",63163,1991-09-18,1992-09-17,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",66877,1992-09-17,1993-09-17,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",69211,1993-09-17,1994-09-17,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",70624,1994-09-17,1995-09-17,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",70294,1995-09-17,1996-09-16,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",70671,1996-09-16,1997-09-16,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",73510,1997-09-16,1998-09-16,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",75773,1998-09-16,1999-09-16,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",76067,1999-09-16,2000-09-15,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",76608,2000-09-15,2001-09-15,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10029,1991-09-18,1999-07-08,110039,1956-12-13,"Otmar Herbst",77777,2001-09-15,9999-01-01,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",63163,1991-09-18,1992-09-17,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",66877,1992-09-17,1993-09-17,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",69211,1993-09-17,1994-09-17,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",70624,1994-09-17,1995-09-17,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",70294,1995-09-17,1996-09-16,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",70671,1996-09-16,1997-09-16,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",73510,1997-09-16,1998-09-16,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",75773,1998-09-16,1999-09-16,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",76067,1999-09-16,2000-09-15,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",76608,2000-09-15,2001-09-15,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",77777,2001-09-15,9999-01-01,Engineer,1991-09-18,2000-09-17,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",63163,1991-09-18,1992-09-17,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",66877,1992-09-17,1993-09-17,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",69211,1993-09-17,1994-09-17,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",70624,1994-09-17,1995-09-17,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",70294,1995-09-17,1996-09-16,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",70671,1996-09-16,1997-09-16,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",73510,1997-09-16,1998-09-16,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",75773,1998-09-16,1999-09-16,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",76067,1999-09-16,2000-09-15,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",76608,2000-09-15,2001-09-15,"Senior Engineer",2000-09-17,9999-01-01,NULL
d006,"Quality Management",10029,1999-07-08,9999-01-01,110039,1956-12-13,"Otmar Herbst",77777,2001-09-15,9999-01-01,"Senior Engineer",2000-09-17,9999-01-01,NULL
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",66956,1994-02-17,1995-02-17,Engineer,1994-02-17,2001-02-17,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",68393,1995-02-17,1996-02-17,Engineer,1994-02-17,2001-02-17,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",72795,1996-02-17,1997-02-16,Engineer,1994-02-17,2001-02-17,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",76453,1997-02-16,1998-02-16,Engineer,1994-02-17,2001-02-17,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",79290,1998-02-16,1999-02-16,Engineer,1994-02-17,2001-02-17,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",83327,1999-02-16,2000-02-16,Engineer,1994-02-17,2001-02-17,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",86634,2000-02-16,2001-02-15,Engineer,1994-02-17,2001-02-17,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",87027,2001-02-15,2002-02-15,Engineer,1994-02-17,2001-02-17,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",88806,2002-02-15,9999-01-01,Engineer,1994-02-17,2001-02-17,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",66956,1994-02-17,1995-02-17,"Senior Engineer",2001-02-17,9999-01-01,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",68393,1995-02-17,1996-02-17,"Senior Engineer",2001-02-17,9999-01-01,M
